customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,source,TotalSpend,TenureGroup,AvgSpendPerMonth
6467-CHFZW,1.0,0.0,1.0,1.0,0.6527777777777778,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.8069651741293531,0.545851603969536,1,kaggle,0.5855188009484438,0-1.6137012404433893m,0.6441075148169311
8665-UTDHZ,1.0,0.0,1.0,1.0,0.013888888888888907,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.11890547263681593,0.0013154858066005077,1,kaggle,0.732242902811032,,0.6232306744476565
5248-YGIJN,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0, 1.0,0.3333333333333333,0.7164179104477612,0.7328236787445188,0,kaggle,0.71342383107089,0-1.6137012404433893m,0.6335977691404501
8773-HHUOZ,0.0,0.0,0.0,1.0,0.23611111111111113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.4621890547263681,0.12396722824832679,1,kaggle,0.45737176060127366,,0.6187327975943432
3841-NFECX,0.0,1.0,1.0,0.0,0.986111111111111,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.7771144278606964,0.7786925917378259,0,kaggle,0.7667460654748639,0-1.6137012404433893m,0.6345243273396568
4929-XIHVW,1.0,1.0,1.0,0.0,0.027777777777777814,1.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.7686567164179104,0.01879183014078006,0,kaggle,0.22025305338455187,,0.622908913713788
6827-IEAUQ,0.0,0.0,1.0,1.0,0.37500000000000006,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.4766169154228856,0.21412993307177478,0,kaggle,0.4552390785955433,,0.6009165302284756
7310-EGVHZ,1.0,0.0,0.0,0.0,0.013888888888888907,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.019402985074626875,0.00016155088852988676,0,kaggle,0.8118431009830904,,0.6232511126537983
3413-BMNZE,1.0,1.0,0.0,0.0,0.013888888888888907,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2686567164179104,0.003052157858296792,0,kaggle,0.6124446045620839,,0.6231999149474132
6234-RAAPL,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.8124378109452737,0.8346295868912993,0,kaggle,0.8104575163398693,0-1.6137012404433893m,0.6350251944029868
6047-YHPVI,1.0,0.0,0.0,0.0,0.06944444444444446,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5119402985074627,0.034398799907685206,1,kaggle,0.4228342445545188,,0.6225500586008771
6572-ADKRS,0.0,0.0,0.0,0.0,0.6388888888888888,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.5626865671641791,0.40728132933302563,0,kaggle,0.4918450516197272,0-1.6137012404433893m,0.6399853931915388
5380-WJKOV,1.0,0.0,0.0,0.0,0.4722222222222222,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.8766169154228856,0.4073909531502423,1,kaggle,0.47431958442533806,0-1.6137012404433893m,0.7630026694459069
8168-UQWWF,0.0,0.0,0.0,0.0,0.1527777777777778,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.7920398009950249,0.12538656819755367,1,kaggle,0.2777048270514595,,0.6199760139855693
8865-TNMNX,1.0,0.0,1.0,1.0,0.13888888888888892,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.3114427860696517,0.05272328640664666,0,kaggle,0.543478602262931,,0.6219290142365764
9489-DEDVP,0.0,0.0,1.0,1.0,0.9722222222222222,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.5069651741293533,0.5600680821601662,0,kaggle,0.49950735292631543,0-1.6137012404433893m,0.6315945504434206
9867-JCZSP,0.0,0.0,1.0,1.0,0.23611111111111113,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.024875621890547196,0.04609393030233095,0,kaggle,0.6287868029776333,,0.621547769892551
4671-VJLCL,0.0,0.0,0.0,0.0,0.875,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.6129353233830844,0.5588102930994692,0,kaggle,0.5743925164177053,0-1.6137012404433893m,0.6334691291649142
4080-IIARD,0.0,0.0,1.0,0.0,0.18055555555555558,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.5766169154228855,0.11108354488806832,0,kaggle,0.40090984748232833,,0.620043874416736
3714-NTNFO,0.0,0.0,0.0,0.0,0.6805555555555556,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.6592039800995025,0.44863835679667663,0,kaggle,0.5404140556987821,0-1.6137012404433893m,0.6383557284231739
5948-UJZLF,1.0,0.0,0.0,0.0,0.027777777777777814,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.30845771144278605,0.009023771059312255,0,kaggle,0.5766686356409595,,0.6230876196342651
7760-OYPDY,0.0,0.0,0.0,0.0,0.027777777777777814,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.6208955223880598,0.014464574198015234,1,kaggle,0.33469135384958215,,0.6229880805421152
7639-LIAYI,1.0,0.0,0.0,0.0,0.7222222222222223,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6119402985074626,0.4845372720978537,0,kaggle,0.5317813861601358,0-1.6137012404433893m,0.6370697034520496
2954-PIBKO,0.0,0.0,1.0,1.0,0.9583333333333335,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.4567164179104478,0.48872605585045004,0,kaggle,0.45144601910869514,0-1.6137012404433893m,0.63073899036754
8012-SOUDQ,0.0,1.0,0.0,0.0,0.5972222222222222,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.7164179104477612,0.4407973690283868,0,kaggle,0.5258713883918898,0-1.6137012404433893m,0.6464490990631647
9420-LOJKX,0.0,0.0,0.0,0.0,0.20833333333333334,1.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.8044776119402984,0.1624278790676206,1,kaggle,0.3057781049878508,,0.6180275479890762
6575-SUVOI,0.0,1.0,1.0,0.0,0.34722222222222227,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.5099502487562189,0.2000750057696746,0,kaggle,0.4482689337370313,,0.6080471944273879
7495-OOKFY,0.0,1.0,1.0,0.0,0.1111111111111111,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6208955223880598,0.07090930071543965,1,kaggle,0.3588800587490944,,0.6216262762669255
4667-QONEA,0.0,1.0,1.0,1.0,0.8333333333333333,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.3333333333333333,0.5631840796019899,0.5120643895684284,0,kaggle,0.5278548292579226,0-1.6137012404433893m,0.6336340436276602
1658-BYGOY,1.0,1.0,0.0,0.0,0.25000000000000006,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.7681592039800994,0.20006346642049389,1,kaggle,0.3452264921544357,,0.6154733813006648
8769-KKTPH,0.0,0.0,1.0,1.0,0.875,1.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.8099502487562189,0.7261020078467574,0,kaggle,0.7282716131964214,0-1.6137012404433893m,0.6365039677938201
5067-XJQFU,1.0,1.0,1.0,1.0,0.9166666666666667,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.8975124378109454,0.814395338102931,0,kaggle,0.8299183375901014,0-1.6137012404433893m,0.6367842156324001
3957-SQXML,0.0,0.0,1.0,1.0,0.4722222222222222,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.3333333333333333,0.06666666666666667,0.10102700207708286,0,kaggle,0.4406769820196978,0-1.6137012404433893m,0.6584950169485879
5954-BDFSG,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.8880597014925372,0.9040964689591506,0,kaggle,0.8868778280542986,0-1.6137012404433893m,0.6359991927119095
0434-CSFON,0.0,0.0,1.0,0.0,0.6527777777777778,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.8184079601990049,0.5409993076390491,0,kaggle,0.5897874632161121,0-1.6137012404433893m,0.6439232132746989
1215-FIGMP,1.0,0.0,0.0,0.0,0.8333333333333333,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7129353233830846,0.6268059081467805,0,kaggle,0.6333622625168617,0-1.6137012404433893m,0.6359415857863102
0526-SXDJP,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23731343283582088,0.3396261250865451,0,kaggle,0.22926093514328813,0-1.6137012404433893m,0.6280847283800868
0557-ASKVU,0.0,0.0,1.0,1.0,0.25000000000000006,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.3333333333333333,0.3597014925373134,0.10827371336256636,0,kaggle,0.4949149697841003,,0.6190222881497831
5698-BQJOH,0.0,0.0,0.0,0.0,0.12500000000000003,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.7577114427860696,0.0967516732056312,1,kaggle,0.28137230241596245,,0.6209405964991561
5122-CYFXA,0.0,0.0,0.0,0.0,0.04166666666666673,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.5676616915422885,0.025998153704131086,0,kaggle,0.378593925241815,,0.6227595293353516
8627-ZYGSZ,1.0,0.0,1.0,0.0,0.6527777777777778,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,0.6034825870646766,0.41905723517193627,0,kaggle,0.5096108501886025,0-1.6137012404433893m,0.639291568690779
3410-YOQBQ,0.0,0.0,0.0,0.0,0.43055555555555564,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6064676616915423,0.28599123009462263,0,kaggle,0.45210789860956513,,0.50651952113913
3170-NMYVV,0.0,0.0,1.0,1.0,0.6944444444444445,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.018905472636815836,0.10525040387722133,0,kaggle,0.25757898115817374,0-1.6137012404433893m,0.6266781269647298
7410-OIEDU,1.0,0.0,0.0,0.0,0.13888888888888892,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6129353233830844,0.10022501730902378,0,kaggle,0.3714840701412534,,0.6207492016313274
2273-QCKXA,1.0,0.0,0.0,0.0,0.013888888888888907,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3064676616915422,0.0034906531271636275,0,kaggle,0.5821965292567017,,0.6231921484290793
0731-EBJQB,0.0,0.0,1.0,1.0,0.7222222222222223,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.6666666666666666,0.021393034825870575,0.12368451419339951,0,kaggle,0.2361848521759937,0-1.6137012404433893m,0.626854970350586
1891-QRQSA,1.0,1.0,1.0,1.0,0.8888888888888888,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9288557213930347,0.8170090006923609,0,kaggle,0.833027697927013,0-1.6137012404433893m,0.6376832645847106
8028-PNXHQ,1.0,0.0,1.0,1.0,0.861111111111111,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.05970149253731342,0.16222017078236786,0,kaggle,0.15256689158108028,0-1.6137012404433893m,0.6263752402124286
5630-AHZIL,0.0,0.0,0.0,1.0,0.04166666666666673,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.4601990049751244,0.018301407800600047,0,kaggle,0.4590814209833086,,0.6229051349420975
2673-CXQEU,0.0,1.0,0.0,0.0,0.7777777777777778,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.6666666666666666,0.917910447761194,0.7062889453034848,0,kaggle,0.7313557565542791,0-1.6137012404433893m,0.6399519602337544
6416-JNVRK,0.0,0.0,0.0,0.0,0.6388888888888888,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.3333333333333333,0.372139303482587,0.30810639279944607,0,kaggle,0.42562160790065773,0-1.6137012404433893m,0.635942106303931
5590-ZSKRV,0.0,0.0,1.0,1.0,0.1111111111111111,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3621890547263681,0.05347911377798292,0,kaggle,0.5196604477118185,,0.6220236671750785
0191-ZHSKZ,1.0,1.0,0.0,0.0,0.4166666666666667,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.562189054726368,0.2414608816062774,0,kaggle,0.45112170018878456,,0.5662018302266968
3887-PBQAO,0.0,0.0,1.0,1.0,0.625,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.3333333333333333,0.07611940298507458,0.13821832448649896,0,kaggle,0.33260249307747186,0-1.6137012404433893m,0.629469107055447
5919-TMRGD,0.0,0.0,0.0,1.0,0.013888888888888907,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.607960199004975,0.006987075928917608,1,kaggle,0.3410079287953645,,0.62313022066447
8108-UXRQN,0.0,0.0,1.0,1.0,0.1527777777777778,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.32139303482587056,0.06306831294714979,0,kaggle,0.534196183456785,,0.6215962538040017
9191-MYQKX,0.0,0.0,1.0,0.0,0.09722222222222228,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5661691542288557,0.05516962843295638,1,kaggle,0.3902553973260823,,0.6220366510807308
9919-YLNNG,0.0,0.0,0.0,0.0,0.5833333333333334,1.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.8512437810945274,0.49719593814908836,0,kaggle,0.5525093610581688,0-1.6137012404433893m,0.6521085368511433
0318-ZOPWS,0.0,0.0,1.0,0.0,0.6805555555555556,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.018905472636815836,0.11014885760443112,0,kaggle,0.26889861627686307,0-1.6137012404433893m,0.6270454100483597
4445-ZJNMU,1.0,0.0,0.0,0.0,0.12500000000000003,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.8064676616915423,0.10384837295176552,0,kaggle,0.25231469404988144,,0.6207718758437353
4808-YNLEU,0.0,0.0,1.0,0.0,0.4861111111111111,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.43681592039800987,0.2534791137779829,0,kaggle,0.4553890510798724,0-1.6137012404433893m,0.6773266469709268
1862-QRWPE,0.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.023880597014925314,0.11980152319409186,0,kaggle,0.2822010599907339,0-1.6137012404433893m,0.6276287158265903
2796-NNUFI,0.0,0.0,1.0,1.0,0.6388888888888888,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.016915422885572202,0.1048119086083545,0,kaggle,0.3021658929779017,0-1.6137012404433893m,0.6276539444862068
3016-KSVCP,1.0,0.0,1.0,0.0,0.4027777777777778,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.15422885572139292,0.11429148396030464,0,kaggle,0.4836580825937179,,0.6040971355825114
4767-HZZHQ,1.0,0.0,1.0,1.0,0.4166666666666667,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6348258706467661,0.29441495499653814,0,kaggle,0.4467296694487629,,0.5537929534809716
2424-WVHPL,1.0,1.0,0.0,0.0,0.013888888888888907,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5616915422885572,0.006450496192014771,0,kaggle,0.3780220209453717,,0.6231397244303258
7233-PAHHL,1.0,0.0,1.0,1.0,0.9166666666666667,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6542288557213931,0.6572178629125317,0,kaggle,0.6212893622425147,0-1.6137012404433893m,0.6341872263613252
6067-NGCEU,0.0,0.0,0.0,0.0,0.9027777777777778,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.9233830845771145,0.8179321486268174,0,kaggle,0.8403587775732283,0-1.6137012404433893m,0.6372579376062459
9848-JQJTX,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.8223880597014926,0.8585564274174936,0,kaggle,0.8205128205128206,0-1.6137012404433893m,0.6353606737208525
8637-XJIVR,0.0,0.0,0.0,0.0,0.1666666666666667,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6039800995024875,0.10484075698130627,1,kaggle,0.3837930145974191,,0.6203736178810523
9803-FTJCG,1.0,0.0,1.0,1.0,0.986111111111111,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,0.3333333333333333,0.4835820895522387,0.545799676898223,0,kaggle,0.47759983262223393,0-1.6137012404433893m,0.6311743924749907
0278-YXOOG,1.0,0.0,0.0,0.0,0.06944444444444446,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.027860696517412843,0.01096815139626125,1,kaggle,0.7607119967110965,,0.6230257038533698
3212-KXOCR,1.0,0.0,0.0,0.0,0.7222222222222223,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.027363184079601935,0.12559427648280638,0,kaggle,0.23917319118847027,0-1.6137012404433893m,0.6269090303837886
4598-XLKNJ,0.0,1.0,1.0,0.0,0.34722222222222227,1.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.7985074626865671,0.2879875375028848,1,kaggle,0.3940292815331226,,0.6014203389728271
6380-ARCEH,1.0,0.0,0.0,0.0,0.013888888888888907,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.019402985074626875,0.00016155088852988676,0,kaggle,0.8118431009830904,,0.6232511126537983
3679-XASPY,0.0,0.0,1.0,1.0,0.013888888888888907,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.6666666666666666,0.011940298507462657,7.500576967459019e-05,0,kaggle,0.8178131158459948,,0.6232526455192589
