customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,source
8191-XWSZG,0,-0.43991649313097614,0,0,0.7992939660427822,1,0,2,1,1,1,1,1,1,1,0,3,-1.4660935640654862,1022.95,0,kaggle
9959-WOFKT,1,-0.43991649313097614,0,1,1.5729808767233588,1,2,1,2,0,2,0,2,2,2,0,0,1.393859073220412,7382.25,0,kaggle
4190-MFLUW,0,-0.43991649313097614,1,1,-0.9109613101984924,1,0,0,0,0,2,2,0,0,0,0,1,-0.31779183695069496,528.35,1,kaggle
4183-MYFRB,0,-0.43991649313097614,0,0,-0.46303730927815856,1,0,1,0,2,2,0,0,2,0,1,2,0.8404806721650927,1862.9,0,kaggle
8779-QRDMV,1,2.273158691738958,0,0,-1.2774445836787656,0,1,0,0,0,2,0,0,2,0,1,2,-0.8346107040023594,39.65,1,kaggle
1680-VDCWW,1,-0.43991649313097614,1,0,-0.8295205827584317,1,0,2,1,1,1,1,1,1,1,0,0,-1.4943441130683104,202.25,0,kaggle
1066-JKSGK,1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.4827115340671475,20.15,1,kaggle
3638-WEABW,0,-0.43991649313097614,1,0,1.0436161483629645,1,2,0,0,2,0,2,0,0,2,1,1,-0.1615829189350795,3505.1,0,kaggle
6322-HRPFA,1,-0.43991649313097614,1,1,0.6771328748826912,1,0,0,2,2,0,2,0,0,0,0,1,-0.17155370093607614,2970.3,0,kaggle
6865-JZNKO,0,-0.43991649313097614,0,0,-0.0965540357978854,1,0,0,2,2,0,0,0,0,0,1,0,-0.31446824295036285,1530.6,0,kaggle
6467-CHFZW,1,-0.43991649313097614,1,1,0.5956921474426305,1,2,1,0,2,0,0,2,2,0,1,2,1.1495749141959914,4749.15,1,kaggle
8665-UTDHZ,1,-0.43991649313097614,1,1,-1.2774445836787656,0,1,0,0,2,0,0,0,0,0,0,2,-1.1486903370337564,30.2,1,kaggle
5248-YGIJN,1,-0.43991649313097614,1,0,1.6137012404433893,1,2,0,2,2,2,2,2,2,2,1,1,0.8471278601657574,6369.45,0,kaggle
8773-HHUOZ,0,-0.43991649313097614,0,1,-0.62591876415828,1,0,0,0,0,0,0,2,2,0,1,3,-0.0020504069191315333,1093.1,1,kaggle
3841-NFECX,0,2.273158691738958,1,0,1.5729808767233588,1,2,1,2,2,2,2,0,0,2,1,1,1.0498670941860242,6766.95,0,kaggle
4929-XIHVW,1,2.273158691738958,1,0,-1.2367242199587352,1,0,1,0,0,2,0,2,2,0,1,1,1.0216165451832002,181.65,0,kaggle
6827-IEAUQ,0,-0.43991649313097614,1,1,-0.21871512695797646,1,0,0,2,2,2,2,0,0,1,0,3,0.046141706085686136,1874.45,0,kaggle
7310-EGVHZ,1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,0,-1.481049737066981,20.2,0,kaggle
3413-BMNZE,1,2.273158691738958,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,0,0,-0.6484894399837535,45.25,0,kaggle
6234-RAAPL,0,-0.43991649313097614,1,1,1.6137012404433893,1,2,1,2,2,0,2,2,0,2,0,0,1.1678546811978192,7251.7,0,kaggle
6047-YHPVI,1,-0.43991649313097614,0,0,-1.1145631287986442,1,0,1,0,0,0,0,0,0,0,1,2,0.16412929309748078,316.9,1,kaggle
6572-ADKRS,0,-0.43991649313097614,0,0,0.5549717837226001,1,0,1,0,0,2,0,0,0,0,1,1,0.33363258711442517,3548.3,0,kaggle
5380-WJKOV,1,-0.43991649313097614,0,0,0.06632741908223598,1,2,1,0,2,2,0,2,2,0,1,2,1.3822264942192488,3549.25,1,kaggle
8168-UQWWF,0,-0.43991649313097614,0,0,-0.8702409464784621,1,2,1,0,0,2,0,2,2,0,1,0,1.099721004191008,1105.4,1,kaggle
8865-TNMNX,1,-0.43991649313097614,1,1,-0.9109613101984924,1,0,0,0,2,0,0,0,0,1,0,3,-0.5055748979694671,475.7,0,kaggle
9489-DEDVP,0,-0.43991649313097614,1,1,1.5322605130033284,1,2,0,2,2,0,0,2,0,2,1,1,0.14751132309581955,4872.35,0,kaggle
9867-JCZSP,0,-0.43991649313097614,1,1,-0.62591876415828,1,0,2,1,1,1,1,1,1,1,0,3,-1.462769970065154,418.25,0,kaggle
4671-VJLCL,0,-0.43991649313097614,0,0,1.247217966963116,1,2,0,2,2,2,2,2,0,2,1,1,0.5014740841312035,4861.45,0,kaggle
4080-IIARD,0,-0.43991649313097614,1,0,-0.7888002190384014,1,2,0,2,2,0,2,2,0,0,1,2,0.3801629031190768,981.45,0,kaggle
3714-NTNFO,0,-0.43991649313097614,0,0,0.6771328748826912,1,2,1,0,0,0,0,0,2,0,1,2,0.6560212051466532,3906.7,0,kaggle
5948-UJZLF,1,-0.43991649313097614,0,0,-1.2367242199587352,1,0,0,0,2,0,0,0,0,0,0,3,-0.5155456799704636,97.0,0,kaggle
7760-OYPDY,0,-0.43991649313097614,0,0,-1.2367242199587352,1,0,1,0,0,0,0,2,0,0,1,2,0.5280628361338618,144.15,1,kaggle
7639-LIAYI,1,-0.43991649313097614,0,0,0.7992939660427822,1,2,0,2,0,0,2,2,2,2,1,1,0.4981504901308714,4217.8,0,kaggle
2954-PIBKO,0,-0.43991649313097614,1,1,1.4915401492832983,1,2,0,2,0,2,2,0,0,2,1,1,-0.020330173920958795,4254.1,0,kaggle
8012-SOUDQ,0,2.273158691738958,0,0,0.43281069256250915,1,2,1,0,2,0,0,2,0,0,1,2,0.8471278601657574,3838.75,0,kaggle
9420-LOJKX,0,-0.43991649313097614,0,0,-0.7073594915983407,1,0,1,2,2,0,0,2,2,0,1,1,1.141265929195161,1426.4,1,kaggle
6575-SUVOI,0,2.273158691738958,1,0,-0.30015585439803716,1,2,0,2,0,0,2,2,0,0,1,1,0.1574821050968162,1752.65,0,kaggle
7495-OOKFY,0,2.273158691738958,1,0,-0.9924020376385531,1,2,1,0,2,0,0,0,0,0,1,1,0.5280628361338618,633.3,1,kaggle
4667-QONEA,0,2.273158691738958,1,1,1.125056875803025,1,0,0,2,2,2,2,0,2,1,1,1,0.33529438411459117,4456.35,0,kaggle
1658-BYGOY,1,2.273158691738958,0,0,-0.5851984004382496,1,2,1,0,0,0,0,2,2,0,1,2,1.0199547481830342,1752.55,1,kaggle
8769-KKTPH,0,-0.43991649313097614,1,1,1.247217966963116,1,2,1,2,0,0,0,2,2,1,1,1,1.1595456961969886,6311.2,0,kaggle
5067-XJQFU,1,2.273158691738958,1,1,1.369379058123207,1,2,1,0,2,2,2,2,2,1,1,2,1.4520219682262263,7076.35,0,kaggle
3957-SQXML,0,-0.43991649313097614,1,1,0.06632741908223598,1,2,2,1,1,1,1,1,1,2,0,1,-1.3231790220511994,894.3,0,kaggle
5954-BDFSG,0,-0.43991649313097614,0,0,1.6137012404433893,1,2,1,0,0,2,2,2,2,2,1,1,1.42044782522307,7853.7,0,kaggle
0434-CSFON,0,-0.43991649313097614,1,0,0.5956921474426305,1,2,1,0,0,2,0,2,2,0,1,2,1.1877962451998125,4707.1,0,kaggle
1215-FIGMP,1,-0.43991649313097614,0,0,1.125056875803025,1,2,1,0,2,0,0,2,0,0,1,0,0.8354952811645946,5450.7,0,kaggle
0526-SXDJP,1,-0.43991649313097614,1,0,1.6137012404433893,0,1,0,2,2,2,0,0,0,2,0,0,-0.7531826509942192,2962.0,0,kaggle
0557-ASKVU,0,-0.43991649313097614,1,1,-0.5851984004382496,1,0,0,0,0,2,2,0,0,1,1,1,-0.34438058895335305,957.1,0,kaggle
5698-BQJOH,0,-0.43991649313097614,0,0,-0.9516816739185228,1,2,1,0,0,0,0,2,2,0,0,2,0.9850570111795457,857.25,1,kaggle
5122-CYFXA,0,-0.43991649313097614,0,0,-1.1960038562387048,1,0,0,0,2,0,2,2,2,0,1,2,0.3502505571160864,244.1,0,kaggle
8627-ZYGSZ,1,-0.43991649313097614,1,0,0.5956921474426305,1,2,1,0,2,0,0,0,0,1,1,2,0.46989994112804756,3650.35,0,kaggle
3410-YOQBQ,0,-0.43991649313097614,0,0,-0.055833672077855064,1,0,0,0,2,2,2,2,2,2,0,3,0.47987072312904416,2497.2,0,kaggle
3170-NMYVV,0,-0.43991649313097614,1,1,0.7178532386027215,1,0,2,1,1,1,1,1,1,2,0,0,-1.4827115340671475,930.9,0,kaggle
7410-OIEDU,1,-0.43991649313097614,0,0,-0.9109613101984924,1,0,1,2,0,2,0,0,0,0,1,3,0.5014740841312035,887.35,0,kaggle
2273-QCKXA,1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,0,0,0,0,2,0,0,0,0,3,-0.5221928679711283,49.05,0,kaggle
0731-EBJQB,0,-0.43991649313097614,1,1,0.7992939660427822,1,0,2,1,1,1,1,1,1,1,1,2,-1.4744025490663168,1090.65,0,kaggle
1891-QRQSA,1,2.273158691738958,1,1,1.2879383306831464,1,2,1,2,0,2,2,2,2,2,1,0,1.5567151792366918,7099.0,0,kaggle
8028-PNXHQ,1,-0.43991649313097614,1,1,1.2064976032430856,1,2,2,1,1,1,1,1,1,2,1,0,-1.3464441800535252,1424.6,0,kaggle
5630-AHZIL,0,-0.43991649313097614,0,1,-1.1960038562387048,1,0,0,2,0,0,2,0,2,0,1,0,-0.00869759491979612,177.4,0,kaggle
2673-CXQEU,0,2.273158691738958,0,0,0.9621754209229036,1,2,1,2,2,2,0,2,2,1,0,2,1.5201556452330371,6139.5,0,kaggle
6416-JNVRK,0,-0.43991649313097614,0,0,0.5549717837226001,1,0,0,0,0,0,0,0,2,1,0,1,-0.3028356639492,2688.85,0,kaggle
5590-ZSKRV,0,-0.43991649313097614,1,1,-0.9924020376385531,1,0,0,2,2,0,0,0,0,0,0,3,-0.33607160395252245,482.25,0,kaggle
0191-ZHSKZ,1,2.273158691738958,0,0,-0.0965540357978854,1,0,0,2,2,0,0,2,2,0,1,2,0.3319707901142591,2111.3,0,kaggle
3887-PBQAO,0,-0.43991649313097614,1,1,0.5142514200025698,1,2,2,1,1,1,1,1,1,1,1,1,-1.2916048790480432,1216.6,0,kaggle
5919-TMRGD,0,-0.43991649313097614,0,1,-1.2774445836787656,1,0,1,0,0,0,0,2,0,0,1,2,0.48485611412954227,79.35,1,kaggle
8108-UXRQN,0,-0.43991649313097614,1,1,-0.8702409464784621,0,1,0,2,0,0,0,2,2,0,0,2,-0.47233895796614456,565.35,0,kaggle
9191-MYQKX,0,-0.43991649313097614,1,0,-1.0331224013585834,1,0,1,0,0,2,0,0,0,0,1,0,0.34526516611558833,496.9,1,kaggle
9919-YLNNG,0,-0.43991649313097614,0,0,0.3920903288424788,1,0,1,0,2,2,2,2,2,0,1,0,1.2974748472107767,4327.5,0,kaggle
0318-ZOPWS,0,-0.43991649313097614,1,0,0.6771328748826912,1,0,2,1,1,1,1,1,1,2,1,0,-1.4827115340671475,973.35,0,kaggle
4445-ZJNMU,1,-0.43991649313097614,0,0,-0.9516816739185228,1,2,1,0,2,0,0,2,2,0,1,1,1.1479131171958254,918.75,0,kaggle
4808-YNLEU,0,-0.43991649313097614,1,0,0.10704778280226633,1,0,0,2,0,0,0,2,0,1,1,0,-0.08680205392760396,2215.45,0,kaggle
1862-QRWPE,0,-0.43991649313097614,1,1,0.6364125111626608,1,0,2,1,1,1,1,1,1,2,0,0,-1.4660935640654862,1057.0,0,kaggle
2796-NNUFI,0,-0.43991649313097614,1,1,0.5549717837226001,1,0,2,1,1,1,1,1,1,2,1,3,-1.4893587220678117,927.1,0,kaggle
3016-KSVCP,1,-0.43991649313097614,1,0,-0.13727439951791576,0,1,0,0,0,0,0,2,0,0,0,3,-1.0307027500219619,1009.25,0,kaggle
4767-HZZHQ,1,-0.43991649313097614,1,1,-0.0965540357978854,1,0,1,0,2,2,0,0,0,0,0,0,0.574593152138513,2570.2,0,kaggle
2424-WVHPL,1,2.273158691738958,0,0,-1.2774445836787656,1,0,1,0,0,0,2,0,0,0,0,2,0.3303089931140931,74.7,0,kaggle
7233-PAHHL,1,-0.43991649313097614,1,1,1.369379058123207,1,2,0,2,0,2,2,2,2,2,1,3,0.6394032351449919,5714.25,0,kaggle
6067-NGCEU,0,-0.43991649313097614,0,0,1.3286586944031769,1,2,1,2,2,2,0,2,2,0,1,1,1.5384354122348645,7107.0,0,kaggle
9848-JQJTX,1,-0.43991649313097614,0,0,1.6137012404433893,1,2,1,0,2,2,0,2,2,2,1,0,1.2010906212011416,7459.05,0,kaggle
8637-XJIVR,0,-0.43991649313097614,0,0,-0.8295205827584317,1,2,1,2,0,0,0,0,0,0,1,2,0.47156173812821356,927.35,1,kaggle
9803-FTJCG,1,-0.43991649313097614,1,1,1.5729808767233588,1,2,0,2,2,0,2,0,0,1,1,1,0.06940686408801149,4748.7,0,kaggle
0278-YXOOG,1,-0.43991649313097614,0,0,-1.1145631287986442,1,0,2,1,1,1,1,1,1,0,0,3,-1.4527991880641573,113.85,1,kaggle
3212-KXOCR,1,-0.43991649313097614,0,0,0.7992939660427822,1,0,2,1,1,1,1,1,1,2,0,0,-1.4544609850643233,1107.2,0,kaggle
4598-XLKNJ,0,2.273158691738958,1,0,-0.30015585439803716,1,0,1,0,2,2,0,2,2,0,1,2,1.1213243651931677,2514.5,1,kaggle
6380-ARCEH,1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.481049737066981,20.2,0,kaggle
3679-XASPY,0,-0.43991649313097614,1,1,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,2,-1.505976692069473,19.45,0,kaggle
7123-WQUHX,1,-0.43991649313097614,0,0,0.22920887396235737,1,2,1,0,0,2,2,2,0,1,0,0,1.0049985751815391,3605.6,0,kaggle
5386-THSLQ,0,2.273158691738958,1,0,1.369379058123207,0,1,0,0,2,2,0,2,0,1,0,0,-0.6385186579827569,3027.25,0,kaggle
3192-NQECA,1,-0.43991649313097614,1,0,1.4508197855632678,1,2,1,0,2,2,2,2,2,2,1,0,1.503537675231376,7611.85,1,kaggle
6180-YBIQI,1,-0.43991649313097614,0,0,-1.1145631287986442,0,1,0,0,0,0,0,0,0,0,0,3,-1.3447823830533592,100.2,0,kaggle
6728-DKUCO,0,-0.43991649313097614,1,1,1.6137012404433893,1,2,1,2,2,0,0,2,2,1,1,2,1.3091074262119398,7303.05,0,kaggle
9750-BOOHV,0,-0.43991649313097614,0,0,-0.015113308357824713,0,1,0,2,0,0,0,0,0,1,0,3,-1.150352134033923,927.65,0,kaggle
8597-CWYHH,1,-0.43991649313097614,0,0,0.43281069256250915,1,2,1,0,0,0,0,2,2,1,0,3,0.9833952141793793,3921.3,0,kaggle
2848-YXSMW,1,-0.43991649313097614,1,1,1.6137012404433893,1,0,2,1,1,1,1,1,1,2,0,1,-1.5076384890696393,1363.25,0,kaggle
0486-HECZI,1,-0.43991649313097614,1,0,0.9214550572028734,1,2,1,2,2,0,0,2,0,0,1,2,1.0631614701873533,5238.9,1,kaggle
4549-ZDQYY,0,-0.43991649313097614,0,0,0.7992939660427822,1,0,0,2,0,2,2,0,0,1,0,1,-0.22639300194155818,3042.25,0,kaggle
5712-AHQNN,0,-0.43991649313097614,0,0,0.43281069256250915,1,0,1,0,2,2,0,2,0,0,1,2,0.893658176170409,3954.1,0,kaggle
4846-WHAFZ,0,2.273158691738958,1,0,0.18848851024232702,1,2,1,0,0,0,0,0,0,0,1,2,0.39013368512007346,2868.15,1,kaggle
5256-SKJGO,0,-0.43991649313097614,1,1,1.2879383306831464,0,1,0,0,2,0,2,2,2,2,1,2,-0.33773340095268845,3423.5,0,kaggle
3071-VBYPO,1,-0.43991649313097614,1,1,-1.1960038562387048,1,0,1,2,2,0,0,2,0,0,0,2,0.8338334841644282,248.4,0,kaggle
9560-BBZXK,0,-0.43991649313097614,0,0,0.14776814652229667,0,1,0,2,0,0,0,0,0,2,0,0,-1.1204397880309327,1126.35,0,kaggle
5299-RULOA,0,-0.43991649313097614,1,1,-0.9109613101984924,1,2,1,2,0,0,0,2,2,0,1,2,1.1794872601989819,1064.65,1,kaggle
8402-OOOHJ,0,-0.43991649313097614,0,0,0.35136996512244845,1,0,2,1,1,1,1,1,1,2,0,3,-1.4660935640654862,835.15,0,kaggle
9445-ZUEQE,1,-0.43991649313097614,1,1,-0.21871512695797646,1,2,1,0,2,0,2,0,0,0,1,1,0.6792863631489789,2151.6,0,kaggle
1091-SOZGA,0,-0.43991649313097614,1,1,0.9621754209229036,1,2,1,0,0,2,0,2,2,1,1,1,1.1645310871974868,5515.45,0,kaggle
2928-HLDBA,0,-0.43991649313097614,0,0,-1.0738427650786138,1,0,2,1,1,1,1,1,1,0,0,3,-1.46443176706532,112.75,0,kaggle
0404-SWRVG,1,-0.43991649313097614,0,0,-1.1960038562387048,1,2,1,0,0,0,0,0,0,0,1,2,0.32033821111309646,229.55,1,kaggle
6497-TILVL,0,-0.43991649313097614,1,1,-1.0331224013585834,1,0,0,2,0,0,0,0,0,0,0,3,-0.467353566965646,350.35,0,kaggle
7219-TLZHO,0,-0.43991649313097614,1,1,-1.1552834925186746,1,0,2,1,1,1,1,1,1,0,0,3,-1.4594463760648215,62.9,0,kaggle
4622-YNKIJ,1,-0.43991649313097614,0,0,0.025607055362205634,1,0,1,2,0,0,2,2,0,2,1,2,0.8039211381614382,3027.65,0,kaggle
4412-YLTKF,0,2.273158691738958,0,0,-0.21871512695797646,1,2,1,0,0,2,0,0,0,0,1,2,0.44164939212522314,2135.5,1,kaggle
6734-PSBAW,1,-0.43991649313097614,1,0,1.6137012404433893,1,2,2,1,1,1,1,1,1,2,1,0,-1.3697093380558512,1723.95,0,kaggle
3930-ZGWVE,1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.4960059100684764,19.75,0,kaggle
2639-UGMAZ,1,2.273158691738958,0,0,1.5729808767233588,0,1,0,2,2,0,0,2,2,1,1,2,-0.2762469119465419,3985.35,0,kaggle
2876-GZYZC,0,-0.43991649313097614,0,0,-0.7888002190384014,1,2,1,0,0,0,0,0,2,0,1,2,0.7042133181514708,1215.65,0,kaggle
6207-WIOLX,0,-0.43991649313097614,1,1,-0.30015585439803716,0,1,0,2,2,2,0,2,2,0,1,1,-0.2047896409393986,1502.65,1,kaggle
8587-XYZSF,1,-0.43991649313097614,0,0,1.4100994218432374,1,0,0,0,0,0,2,0,0,2,0,0,-0.47233895796614456,3260.1,0,kaggle
3091-FYHKI,1,-0.43991649313097614,0,0,-1.2774445836787656,0,1,0,0,0,0,0,0,2,0,1,2,-0.9742016520163136,35.45,1,kaggle
2372-HWUHI,1,-0.43991649313097614,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,0,0,2,-0.6784017859867437,81.25,1,kaggle
7799-LGRDP,0,-0.43991649313097614,0,0,0.43281069256250915,1,2,2,1,1,1,1,1,1,2,1,1,-1.2982520670487077,1188.2,0,kaggle
7850-VWJUU,0,-0.43991649313097614,0,0,-0.38159658183809786,1,0,1,2,0,0,0,0,0,0,1,0,0.3402797751150897,1778.5,0,kaggle
3774-VBNXY,0,-0.43991649313097614,1,1,1.2879383306831464,1,0,2,1,1,1,1,1,1,2,0,3,-1.481049737066981,1277.75,0,kaggle
6217-KDYWC,1,-0.43991649313097614,0,1,1.002895784642934,1,0,2,1,1,1,1,1,1,2,1,3,-1.5009913010689746,1170.55,0,kaggle
0390-DCFDQ,0,2.273158691738958,1,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,3,0.18905624809997262,70.45,1,kaggle
3146-MSEGF,0,2.273158691738958,1,1,1.6137012404433893,1,2,0,2,2,2,2,2,2,2,1,1,0.7740087921584478,6425.65,0,kaggle
4080-OGPJL,0,-0.43991649313097614,0,0,-0.9924020376385531,1,2,0,2,0,0,2,0,2,0,0,2,0.21232140610229844,563.65,1,kaggle
1095-WGNGG,0,-0.43991649313097614,1,0,1.1657772395230555,1,2,1,0,2,0,0,2,2,2,1,0,1.2060760122016398,5971.25,0,kaggle
2636-SJDOU,1,-0.43991649313097614,0,0,1.2879383306831464,1,2,1,2,2,0,0,0,0,1,1,1,0.6493740171459885,5289.05,0,kaggle
1131-QQZEB,1,2.273158691738958,1,0,1.5729808767233588,1,2,2,1,1,1,1,1,1,2,0,0,-1.3564149620545218,1756.2,0,kaggle
5716-EZXZN,0,-0.43991649313097614,1,1,1.3286586944031769,1,2,1,2,2,0,2,2,0,2,1,1,1.1396041321949948,6416.7,0,kaggle
6837-BJYDQ,1,-0.43991649313097614,0,0,-1.1960038562387048,1,0,2,1,1,1,1,1,1,1,0,3,-1.5009913010689746,61.35,0,kaggle
2135-RXIHG,1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,1,2,-0.6351950639824246,45.65,1,kaggle
6440-DKQGE,1,-0.43991649313097614,0,1,-0.0965540357978854,1,0,0,0,2,2,0,2,0,1,0,1,-0.00869759491979612,1929.95,0,kaggle
3466-BYAVD,1,-0.43991649313097614,1,1,-0.7073594915983407,1,0,0,0,2,2,2,0,2,0,1,3,0.1574821050968162,1071.4,0,kaggle
3780-YVMFA,0,-0.43991649313097614,1,1,-0.9924020376385531,1,0,0,0,0,0,2,2,2,0,1,2,0.12590796209365976,564.35,0,kaggle
3874-EQOEP,1,-0.43991649313097614,0,0,-1.0331224013585834,1,2,1,0,0,0,0,2,2,0,0,3,1.0049985751815391,655.5,1,kaggle
1679-JRFBR,0,-0.43991649313097614,1,1,1.5322605130033284,1,2,1,2,2,2,0,2,2,1,1,1,1.4420511862252297,7930.55,0,kaggle
9073-ZZIAY,1,-0.43991649313097614,1,1,1.2064976032430856,1,0,0,2,2,2,2,2,2,2,0,2,0.7091987091519689,5215.25,0,kaggle
3077-RSNTJ,0,-0.43991649313097614,1,1,-1.0738427650786138,1,0,2,1,1,1,1,1,1,0,0,3,-1.4976677070686424,113.5,0,kaggle
6551-GNYDG,0,-0.43991649313097614,1,1,-0.748079855318371,1,0,1,0,0,0,0,0,2,0,1,0,0.5363718211346925,1152.8,0,kaggle
9167-APMXZ,0,-0.43991649313097614,0,0,-0.4223169455581282,1,2,1,0,0,0,0,2,0,0,1,0,0.6443886261454905,1821.95,0,kaggle
2749-CTKAJ,1,-0.43991649313097614,1,1,-0.4223169455581282,1,0,2,1,1,1,1,1,1,1,0,3,-1.4827115340671475,419.9,0,kaggle
6371-NZYEG,1,-0.43991649313097614,1,1,-0.6666391278783103,1,0,0,2,0,2,0,2,0,2,0,3,-0.017006579920626735,1024.0,0,kaggle
7554-NEWDD,1,-0.43991649313097614,0,0,-0.9109613101984924,1,2,2,1,1,1,1,1,1,2,0,0,-1.2982520670487077,251.6,0,kaggle
8992-VONJD,0,-0.43991649313097614,0,1,-0.7888002190384014,1,0,0,2,2,0,0,0,0,0,1,2,-0.29120308494803704,764.55,0,kaggle
0867-MKZVY,0,-0.43991649313097614,1,0,-0.5037576729981889,1,2,1,2,0,0,0,0,0,0,0,2,0.5862257311396761,1592.35,1,kaggle
4482-EWFMI,0,-0.43991649313097614,0,0,-1.2367242199587352,1,0,1,0,0,0,0,0,0,0,1,2,0.16412929309748078,135.2,0,kaggle
4648-YPBTM,1,-0.43991649313097614,0,0,0.8400143297628127,1,2,0,0,2,2,2,0,2,2,1,0,0.30372024111143525,3958.25,0,kaggle
2907-ILJBN,0,-0.43991649313097614,1,1,-0.8702409464784621,1,0,2,1,1,1,1,1,1,1,0,3,-1.4677553610656522,233.9,0,kaggle
6345-FZOQH,1,-0.43991649313097614,1,0,1.4915401492832983,1,0,2,1,1,1,1,1,1,2,0,3,-1.491020519067978,1363.45,0,kaggle
3376-BMGFE,0,-0.43991649313097614,0,0,-1.1552834925186746,1,0,1,0,0,0,0,0,0,0,1,0,0.20401242110146783,273.0,1,kaggle
5997-OPVFA,1,-0.43991649313097614,1,0,1.6137012404433893,1,2,0,2,2,2,2,2,2,2,1,0,0.8072447321617703,6254.45,0,kaggle
3445-HXXGF,1,2.273158691738958,1,0,1.0436161483629645,0,1,0,0,2,2,0,0,2,0,1,2,-0.6468276429835875,2651.2,1,kaggle
1159-WFSGR,0,-0.43991649313097614,1,1,-0.6666391278783103,1,0,2,1,1,1,1,1,1,0,0,2,-1.4744025490663168,321.4,0,kaggle
7654-YWJUF,1,-0.43991649313097614,1,0,0.43281069256250915,1,0,1,2,0,2,2,0,0,1,1,0,0.6477122201458225,3539.25,0,kaggle
1875-QIVME,0,-0.43991649313097614,1,0,-1.2367242199587352,1,2,1,0,0,2,2,2,2,0,1,2,1.3174164112127704,242.8,1,kaggle
6727-IOTLZ,1,-0.43991649313097614,1,0,-0.748079855318371,1,0,0,0,2,2,2,2,2,2,0,3,0.5712695581381809,1181.75,0,kaggle
